869 75684
789 798 40774
293 754 15731
597 471 92238
621 409 76549
269 487 72151
502 814 53783
738 392 64288
6 549 88447
658 529 83766
475 413 73325
561 357 96304
675 150 39400
633 434 42121
494 239 68403
756 437 1426
286 482 29218
248 151 2068
534 516 19368
268 715 41609
199 867 1276
508 128 3095
3 692 4893
477 261 62665
53 754 67883
812 135 97508
855 259 13510
303 173 39666
603 24 81565
19 822 82121
128 415 99353
183 84 68
636 823 81756
197 584 60512
157 212 97617
594 575 28643
292 855 86456
34 641 72395
200 826 60077
351 565 22239
398 541 78015
135 310 48658
700 107 50225
373 811 1210
461 174 49997
139 317 1757
798 845 8856
595 263 4568
136 87 25174
619 166 99676
552 595 67517
378 207 14555
442 432 98770
322 293 63998
158 660 21185
604 231 87393
362 339 84735
591 578 56980
183 430 22801
253 747 42450
828 641 35240
48 182 58099
595 548 70095
110 389 46729
347 649 30764
588 216 99437
80 614 44971
599 373 89904
346 63 85495
634 370 54765
835 756 80020
573 134 71196
551 237 2562
691 429 73298
773 841 51749
462 374 51059
756 318 90334
549 802 71840
276 350 86697
179 639 28224
346 584 65503
300 384 31606
95 517 68791
139 574 67121
239 523 60405
627 30 9592
810 848 62461
202 639 73086
235 752 77676
163 167 11070
778 494 64563
692 299 98635
38 501 82084
405 156 45143
628 432 88707
60 42 10934
793 606 7041
79 508 46132
23 458 6718
647 112 10748
483 690 10702
584 566 43154
96 209 23874
414 509 5094
706 189 46664
227 421 2664
703 222 151
838 307 57443
252 804 13159
617 548 67725
802 636 59184
659 289 96640
577 391 28995
309 62 75421
174 331 57882
358 449 55359
436 470 6221
723 231 69036
385 427 3577
426 60 98983
266 441 89977
175 700 15801
249 2 938
665 470 80421
656 350 54767
832 401 74205
603 156 69040
410 614 68407
4 484 49905
700 67 2547
797 463 84213
192 647 71985
620 139 47995
738 506 67471
294 763 78765
138 451 78043
474 563 85537
475 680 52378
701 22 54927
582 102 87609
327 756 16873
677 74 83223
654 299 49224
32 101 51928
836 71 11605
116 620 38788
354 292 78644
16 525 30501
280 835 37296
351 860 59953
718 544 52926
624 765 29820
553 376 42750
726 158 48330
559 767 56067
209 458 11392
184 686 19950
441 659 19787
408 728 31918
754 430 73191
712 70 54049
296 140 56464
343 399 81962
150 240 92975
72 479 97631
298 11 45222
540 228 4071
129 655 84582
781 654 79535
574 117 49887
347 332 84987
691 321 60800
307 245 32583
167 133 81295
737 566 85460
535 289 84592
246 118 97862
584 867 16027
525 714 33277
236 68 90539
371 244 24093
56 702 81958
269 165 51037
77 412 27448
334 126 51943
715 202 15014
667 845 64762
258 723 49741
180 321 29316
45 829 32546
601 697 10981
78 388 32469
702 687 71264
96 737 87516
438 3 5455
234 645 63228
646 68 24618
480 571 19706
143 835 4570
159 453 57868
215 166 39748
579 780 99190
387 360 57624
485 616 68169
396 502 77404
759 327 70372
63 682 52987
775 719 39265
709 704 69245
594 151 69344
379 221 64246
567 154 29378
80 583 66878
741 804 54034
686 546 29944
663 698 55255
297 564 60046
388 734 73294
825 839 38481
648 55 32657
169 21 84266
329 456 80838
342 450 65950
798 202 56746
97 679 82946
253 774 69
588 181 90759
821 479 40266
847 211 20422
349 375 99345
546 437 52902
178 370 39610
247 427 95344
168 45 2441
499 53 55361
853 221 26048
759 526 74175
655 449 25908
419 98 11854
763 361 14698
497 646 77887
658 859 23773
375 681 10168
312 772 87061
817 470 2875
52 211 83943
690 503 27788
494 530 68186
680 505 72690
415 556 86818
384 837 96471
475 802 83070
803 397 32533
340 565 60282
781 130 15289
380 514 52747
164 246 77137
795 516 4145
708 330 86036
754 480 14302
808 672 35806
141 669 50855
212 384 34320
144 491 17023
735 18 48747
812 299 15217
116 637 34963
791 411 80578
638 318 95110
724 649 56789
113 615 46755
18 130 78427
806 431 16049
144 185 71170
443 572 29304
39 22 32385
133 165 30090
851 219 63445
818 24 15797
492 471 44840
349 604 23039
580 549 68360
306 767 85239
394 274 73506
299 393 95382
657 768 53741
756 588 83089
824 51 85648
798 465 43422
621 853 21390
807 359 31811
588 6 53530
789 267 92767
58 136 80637
172 706 79365
472 30 99057
268 510 25449
104 298 82997
195 303 29741
742 718 94132
467 835 75291
394 715 2125
696 723 7960
579 761 49982
744 655 93560
669 522 94378
607 867 48779
387 14 35611
20 351 38238
242 291 57103
417 450 56245
667 374 31056
809 742 80901
233 703 21541
221 867 35397
837 51 10382
730 354 35604
602 174 98835
79 554 80588
443 266 5375
37 856 6174
364 316 60666
590 241 84859
287 539 86546
284 638 84310
74 6 3517
109 141 95378
48 215 68307
524 648 91063
20 793 62609
765 96 91164
232 513 55728
766 802 59145
219 587 20973
848 338 6939
226 136 30967
68 602 95352
591 490 72964
771 291 52181
803 813 13039
772 344 65168
563 477 99611
33 296 27920
706 478 97785
814 256 84060
663 716 5584
352 665 66693
795 269 47581
305 786 16174
102 491 96303
252 649 52539
310 212 34547
38 350 79683
290 346 98144
276 109 75083
616 564 91594
34 356 98139
576 226 33061
722 5 45111
645 196 24352
625 64 94486
381 386 45692
563 663 57234
435 355 60991
429 98 33636
832 495 3122
377 574 24276
851 419 20966
741 656 51470
493 859 42693
473 691 28021
247 800 79469
816 262 21827
843 437 77145
57 408 70941
713 328 75229
40 353 33514
569 663 83823
220 484 56295
240 636 91439
801 698 28258
337 177 66220
19 300 35527
869 737 42959
403 850 85357
65 407 25558
167 828 59313
591 702 19015
303 660 96077
851 829 20571
142 836 83221
362 797 8598
696 648 20250
552 673 96728
637 158 61997
432 210 80937
373 301 84052
397 334 21122
847 251 39688
196 313 35154
517 704 40799
624 490 35932
179 416 55582
260 337 79016
595 70 6244
356 237 33312
380 561 89777
774 616 31573
348 95 83186
41 306 94545
162 552 14351
375 266 23909
791 112 56548
803 674 93490
392 754 57476
475 144 48970
773 99 7108
359 334 9283
799 281 86621
374 451 42734
464 777 90501
528 289 27762
263 588 13022
71 273 87206
713 19 72839
309 18 42520
72 382 42430
848 538 24006
730 448 94409
242 558 46129
595 866 74896
689 211 11107
722 470 97245
407 270 8421
177 574 9674
257 219 74153
485 429 57082
5 832 26961
187 529 31787
305 505 78903
604 638 85969
88 90 36101
835 515 3106
859 762 10436
193 789 8206
311 207 7613
168 302 1944
618 711 76788
411 71 77323
87 218 71443
476 106 29343
779 523 79128
36 153 54426
77 57 81726
814 755 16883
74 411 55774
594 651 58970
736 152 30906
20 283 84170
172 409 20404
323 777 80407
177 551 93268
515 337 76923
420 275 15900
480 629 83145
225 515 47077
114 72 33159
316 46 28972
754 663 48225
342 509 36321
85 35 40142
692 202 11734
697 610 78167
511 105 73869
608 493 63260
96 371 62150
754 367 21714
598 728 42563
575 671 56450
287 491 98735
188 437 49814
476 108 74713
74 218 12213
424 754 57256
639 354 10866
692 593 47050
867 779 13886
601 366 1302
147 514 29086
443 776 47114
184 534 95315
444 697 80001
725 433 62010
331 649 58990
534 763 69340
417 34 25554
129 146 32027
46 155 98786
701 72 77057
120 410 58524
597 787 36942
696 515 432
723 65 80795
304 4 69832
96 857 11953
94 453 1045
632 315 66158
229 146 37875
329 281 13625
700 494 22929
42 159 33264
823 59 68037
758 356 92139
542 745 2066
142 868 81771
187 746 52717
680 411 82390
675 224 72382
44 862 62481
234 224 20022
248 802 19036
718 103 50959
229 723 7043
232 863 68981
119 453 90524
773 506 27492
255 80 86982
518 461 65011
698 660 85313
747 226 58003
749 757 48025
830 855 72600
533 489 11359
700 638 13712
436 585 23445
652 752 99722
15 595 16402
190 747 96224
843 336 57471
332 753 35126
711 583 99129
305 105 9965
649 192 84885
497 450 40841
591 351 88538
637 195 31941
378 817 93100
420 154 62822
494 252 68800
517 849 53575
780 800 98763
38 329 86608
844 501 92071
846 34 94163
99 394 26655
203 395 28720
120 767 808
248 459 87374
640 798 89350
748 706 94497
734 850 87748
829 55 24272
428 276 83240
255 756 92818
286 843 61932
437 749 43844
172 416 32261
261 852 10873
173 146 69622
345 609 78583
862 802 32834
647 333 88988
547 168 46514
129 245 97167
175 827 83769
462 662 18265
589 693 42977
516 29 70885
28 494 43615
212 683 31660
688 508 56601
364 419 87821
836 468 74414
334 236 40469
663 277 9371
742 190 51723
17 227 66124
174 313 358
789 408 88315
692 846 50645
609 735 39392
331 865 435
137 626 51533
777 114 61614
868 695 25186
524 761 66259
73 588 31956
492 778 37322
41 9 24483
560 868 67498
14 763 13078
166 838 83608
456 384 24024
442 790 31478
464 344 63618
555 688 60186
385 228 65494
24 767 55187
355 175 15309
458 686 31152
285 868 24953
488 392 33381
104 844 53563
776 273 25312
496 354 75513
822 565 57093
263 121 41843
156 8 81256
650 177 50108
511 854 96415
258 784 91483
567 172 47563
865 445 78849
106 492 17346
412 522 5746
283 806 19845
398 480 4018
17 862 76628
822 773 28309
188 836 57449
432 295 34687
251 664 31780
335 406 78565
49 33 22409
482 520 98933
783 726 46679
263 418 22955
46 826 6114
238 307 44864
187 761 63595
584 39 99494
337 263 6416
592 152 20508
375 489 82263
762 665 80241
732 552 24863
526 228 1686
767 94 97596
166 439 82251
162 853 29955
822 13 24764
116 414 8327
262 775 7818
202 268 16624
843 266 94701
491 122 6676
55 767 31706
449 557 63612
337 577 26814
388 796 34667
69 804 36961
576 377 78612
500 708 38033
547 560 42479
622 467 4258
525 612 32558
292 106 16710
369 283 19281
185 466 95829
560 41 32196
355 790 86096
312 654 97309
64 460 19674
563 694 45582
430 496 31893
279 735 69922
367 422 55876
378 532 44366
851 365 52332
650 55 88779
597 600 86217
373 561 46266
347 488 18071
294 765 45096
655 536 49758
750 165 39909
367 607 57754
680 368 18871
648 319 32631
131 840 77803
401 826 18376
474 607 83357
12 48 90751
723 502 94245
660 429 81580
581 866 15678
86 686 89090
444 454 48263
446 272 73560
603 440 98238
683 577 89370
104 707 61109
718 457 14566
365 143 74550
640 626 61501
390 500 38034
567 574 22704
844 128 59532
477 451 21284
701 771 7530
634 198 28353
208 449 6084
452 331 38744
306 836 67447
532 356 55198
616 66 13378
202 298 26851
745 101 22014
842 591 15880
417 208 44581
120 24 78390
421 2 54955
94 63 2670
556 690 84282
177 132 48693
341 447 77203
324 270 23748
478 50 63559
470 199 82726
781 92 76031
275 536 74064
368 551 58813
348 213 80821
158 372 31962
372 652 95135
741 838 83428
407 855 62439
655 778 23716
206 70 28502
164 787 63467
764 585 28381
156 236 69904
381 354 80700
219 619 73008
768 754 65892
34 334 55198
712 504 85433
496 676 38070
501 636 39278
77 711 60764
706 291 67925
287 181 74911
203 54 55267
279 171 40151
293 824 50209
243 789 90967
723 645 90847
135 341 284
225 855 36462
590 372 7438
244 563 51069
296 777 3568
763 171 31475
132 105 12019
356 704 15838
439 722 17991
107 205 65131
513 710 34205
804 834 749
529 711 33728
494 128 82692
100 336 85627
675 717 76383
128 187 92849
168 576 12420
425 621 19444
163 142 40653
663 618 83761
644 149 63409
129 363 80814
592 348 2988
479 376 62813
753 666 71072
172 606 31988
534 513 30740
674 138 2742
298 228 64994
279 583 57272
786 317 45653
392 611 83988
163 233 93762
724 796 49988
356 185 60529
719 224 20845
614 251 65364
209 632 12495
84 638 6589
355 767 68684
792 590 55754
61 818 16614
152 27 42584
86 178 9401
639 589 25278
149 298 1483
36 40 50193
826 402 93431
623 522 59784
300 625 37815
216 618 91109
467 470 51161
369 833 5373
642 202 78301
824 160 86714
454 282 37634
513 856 20748
421 782 97400
679 262 36353
690 815 41714
357 9 71367
278 305 42997
763 242 25484
412 863 89215
736 393 77149
113 244 73577
504 56 75236
827 119 25349
536 475 80072
640 647 85308
164 282 63325
670 173 2058
708 865 72373
826 604 41519
826 245 64988
360 52 55391
182 608 30571
312 363 22793
65 629 43716
716 372 69557
439 56 82558
646 169 16270
305 461 7971
168 427 24595
519 79 38700
390 78 86461
161 774 60939
261 587 49304
651 511 77750
133 516 81289
437 520 45399
40 438 95655
733 17 69738
47 707 65970
224 469 41283
450 681 63974
601 151 70077
426 133 97330
518 170 13559
685 207 88036
652 624 79038
620 707 84986
597 219 89242
348 676 35603
241 41 95792
53 622 50208
598 402 16204
144 370 1958
321 150 42117
351 457 54752
266 546 79166
596 524 17072
853 705 3887
120 403 40532
370 387 90491
77 426 85081
196 81 95265
806 545 69934
138 440 48639
553 297 98253
347 784 53661
428 863 34548
166 422 23784
718 176 25139
48 455 13742
570 754 86829
865 788 33034
247 395 88956
654 350 96243
517 513 63207
129 282 67356
866 170 73607
635 776 55476
721 439 6545
15 522 7453
367 772 59608
545 672 9096
771 619 20444
811 5 40050
817 235 45232
232 623 55178
276 385 52936
831 677 81091
433 860 26138
353 261 60865
34 484 30623
852 811 83349
719 328 95884
655 841 63815
706 352 85194
322 126 38239
402 114 56915
255 7 55824
376 15 69059
289 643 13797
792 607 76017
179 403 18612
432 846 7053
787 438 43197
333 709 67320
299 410 15566
189 637 51203
281 179 32817
268 533 95837
269 540 65594
166 404 83883
588 87 69950
290 561 64021
514 16 59746
425 543 43929
279 631 90395
829 230 38554
689 847 58993
779 585 54373
203 677 90668
112 258 27219
395 214 88081
214 343 21525
195 733 54805
692 130 95808
619 215 48410
381 194 16518
75 792 74832
598 753 6679
11 821 28580
781 389 4582
503 718 49745
400 105 55963
567 423 82433
158 582 76317
775 432 37680
165 419 99049
66 161 61238
780 89 46175
627 130 18657
473 710 34362
416 242 40458
825 523 75361
97 503 6580
701 134 51728
775 735 67654
176 237 99061
52 591 40742
265 668 83597
127 824 18181
268 54 38021
40 248 43075
49 849 89374
782 520 96795
278 554 65795
760 667 46
385 21 70630
566 337 553
765 446 71514
108 533 7330
719 358 53716
215 101 582
801 121 77840
163 412 62285
823 869 4285
531 670 51615
278 643 98859
337 196 61494
503 482 92227
717 46 37640
111 240 57838
854 812 6050
221 116 953
678 773 37375
778 380 36834
437 860 29851
798 721 50583
21 175 33193
466 797 87659
427 606 82118
666 331 35533
330 83 45149
58 176 88309
500 762 98435
178 665 30514
532 507 20928
439 487 70532
640 791 16240
746 369 63720
841 360 13869
264 257 32509
385 168 77477
22 867 90926
247 543 73276
157 499 18660
714 344 29527
16 414 59210
841 5 95988
533 169 8851
226 267 76287
344 347 89517
85 416 10426
366 196 23818
525 295 61638
446 260 81809
340 324 12117
578 181 72046
274 824 85782
380 616 88625
299 273 94524
401 743 3554
250 820 57317
131 141 83675
71 786 35079
643 242 65513
618 773 87161
499 182 5680
597 150 60716
25 768 16440
261 440 25410
367 12 71241
166 360 8472
303 464 52134
718 347 61705
627 653 43792
130 259 36487
391 632 58056
507 42 56896
739 273 76560
857 380 45672
115 605 99657
41 315 50748
809 606 12254
162 132 47773
679 804 68147
390 531 88501
346 406 14112
147 594 78007
335 520 60891
413 112 71070
214 166 21916
621 288 40991
19 406 80285
36 190 66851
801 168 52325
331 842 96846
850 491 83234
745 754 24994
100 213 25360
486 101 73616
454 54 9207
507 396 81554
379 670 19714
237 579 93475
823 406 35701
159 758 93963
714 162 17436
143 519 71084
761 645 34877
863 831 18262
166 6 62275
807 243 44456
836 699 44327
121 597 38117
497 552 94295
644 4 58448
108 463 81867
348 369 11347
72 4 82881
333 830 55053
782 861 56944
359 509 30722
786 710 52825
134 385 88741
57 319 65443
803 866 43997
423 677 27358
460 279 81203
233 523 67822
438 842 92584
423 817 90424
328 65 10251
626 481 44937
232 195 1741
869 357 72804
245 365 29244
310 861 87913
717 371 4550
531 368 58835
539 375 49151
391 354 84355
497 665 39079
744 606 76856
707 841 42053
706 356 60007
184 10 40476
556 164 77563
270 422 91142
39 85 45863
11 357 39112
433 110 38912
689 553 5138
444 475 71591
148 246 45128
416 529 84015
804 488 31764
828 161 93452
422 348 77841
836 517 40507
228 253 79886
484 797 24047
20 172 76665
608 664 56809
522 813 30048
296 262 2636
672 797 56635
31 549 65035
755 243 46939
275 208 3916
804 693 21727
288 861 36848
103 315 8319
819 500 24255
286 84 44086
305 329 49936
423 803 53969
797 629 83662
29 234 11117
573 426 80354
306 508 37822
384 486 54094
231 354 32456
211 383 46928
28 506 2049
170 222 54959
434 736 51875
29 671 63235
306 281 47652
380 218 39788
841 558 4867
109 478 73446
418 192 72010
573 196 8655
540 598 17745
506 523 50792
811 38 22007
448 574 75996
209 386 29291
238 632 90323
791 367 81392
35 633 53567
584 366 98427
399 132 86112
551 502 29463
371 367 90484
216 618 70481
105 510 15763
43 754 94423
270 857 72491
194 834 58150
239 87 17383
198 584 33393
78 822 12586
526 670 52947
566 241 55266
607 133 62028
128 593 31185
277 726 17260
405 303 98822
50 491 98562
509 423 37550
654 826 32294
818 683 15470
61 71 52184
575 184 64710
575 573 60145
325 449 53062
103 853 33934
213 520 90625
110 704 60763
259 120 48006
770 771 10111
194 285 23904
196 766 4208
670 219 87554
639 827 77341
674 700 42101
401 571 46875
392 430 3925
683 195 53799
397 474 91118
256 174 95031
411 717 45749
572 595 20348
866 398 8795
13 662 79539
724 121 98305
270 34 17567
62 838 1212
164 168 99906
119 409 97299
406 470 26271
519 138 61125
802 348 52528
211 296 5528
227 281 90832
5 586 15401
846 185 78267
398 305 4635
371 390 62745
714 592 48197
773 733 56688
43 6 871
135 527 56556
232 756 30489
114 786 4489
89 790 86237
142 34 25394
42 681 93097
99 171 87845
389 334 43115
552 144 78645
11 808 5714
453 837 23379
306 612 3169
804 17 17713
80 66 29311
857 240 15229
170 246 24841
306 757 91765
272 607 93285
144 18 99466
297 333 29053
555 177 78691
196 90 9865
668 438 21578
504 511 99518
148 145 34881
110 243 81999
682 173 90939
674 513 99409
819 163 22314
70 363 32616
162 418 37262
409 606 37016
341 171 34726
293 821 91210
181 77 19332
750 801 41983
90 253 84451
752 535 73075
272 317 77945
108 134 9007
379 434 68246
770 721 15852
844 820 77291
655 496 42640
97 739 64661
131 498 76060
347 224 13415
856 771 86470
358 93 33884
101 660 52663
424 292 23148
619 287 53404
869 636 63082
255 671 81343
32 556 22348
275 701 19189
642 278 88322
707 444 91913
109 565 75171
30 310 97765
616 503 46281
396 39 44853
57 140 5036
343 137 52903
818 438 49743
546 580 98511
340 496 82154
820 689 43129
620 33 56506
527 834 20398
791 765 53999
